Seller,Department,Revenue,Revenue Goal,Margin,Margin Goal,Date,Sales Quantity,Customers
Thiago Carvalho,Esportes,3846.08,989.96,0.45,0.33,2022-08-18,63,374
Mateus Barbosa,Eletrônicos,3279.3,1579.19,0.28,0.21,2022-08-18,46,186
Camila Carvalho,Casa,830.07,2517.75,0.29,0.32,2022-08-18,11,90
Diego Cardoso,Vestuário,1371.67,2160.64,0.15,0.2,2022-08-18,19,177
Jorge Santos,Brinquedo,2725.13,1835.63,0.34,0.27,2022-08-18,40,206
Raphael Silva,Papelaria,716.95,263.77,0.61,0.52,2022-08-18,10,77
Caroline Reis,Papelaria,575.41,701.02,0.56,0.45,2022-08-18,7,31
Letícia Nascimento,Eletrônicos,1934.73,3162.07,0.31,0.18,2022-08-19,28,170
Ana Sousa,Eletrônicos,2269.6,2246.04,0.15,0.17,2022-08-19,33,289
Gustavo Martins,Eletrônicos,2761.26,2042.83,0.25,0.18,2022-08-19,38,116
Beatriz Santos,Vestuário,1100.84,1566.68,0.17,0.15,2022-08-19,15,138
Camila Lima,Vestuário,279.05,1936.13,0.14,0.17,2022-08-19,3,26
Thiago Barbosa,Acessórios,515.15,647.23,0.46,0.54,2022-08-19,8,42
Letícia Ribeiro,Acessórios,30.84,1234.38,0.62,0.56,2022-08-19,2,6
Enzo Nascimento,Casa,4062.27,3196.97,0.2,0.25,2022-08-19,52,499
Guilherme Santos,Casa,1064.67,1300.98,0.12,0.26,2022-08-19,14,62
Vitória Ribeiro,Brinquedo,555.33,1425.88,0.18,0.28,2022-08-19,7,47
Julia Araújo,Esportes,3347.37,2237.61,0.25,0.39,2022-08-19,44,272
Lucas Rodrigues,Esportes,3256.97,3391.43,0.14,0.29,2022-08-19,49,210
Thiago Carvalho,Esportes,1008.86,2718.29,0.43,0.31,2022-08-19,14,103
Mateus Barbosa,Eletrônicos,2807.21,1135.85,0.3,0.19,2022-08-19,42,142
Camila Carvalho,Casa,1609.74,3392.71,0.37,0.29,2022-08-19,20,165
Diego Cardoso,Vestuário,1058.72,1307.75,0.23,0.15,2022-08-19,15,120
Jorge Santos,Brinquedo,2168.35,2705.96,0.16,0.3,2022-08-19,32,303
Raphael Silva,Papelaria,745.66,797.16,0.43,0.54,2022-08-19,10,36
Caroline Reis,Papelaria,166.71,602.41,0.23,0.41,2022-08-19,2,8
Letícia Nascimento,Eletrônicos,1906.26,1884.37,0.13,0.18,2022-08-20,25,201
Ana Sousa,Eletrônicos,84.05,2698.75,0.25,0.18,2022-08-20,2,14
Gustavo Martins,Eletrônicos,915.46,2876.69,0.1,0.22,2022-08-20,12,100
Beatriz Santos,Vestuário,2019.67,2348.92,0.17,0.17,2022-08-20,27,117
Camila Lima,Vestuário,1262.3,2345.69,0.28,0.19,2022-08-20,18,170
Thiago Barbosa,Acessórios,1264.25,784.9,0.46,0.54,2022-08-20,17,153
Letícia Ribeiro,Acessórios,210.14,895.64,0.58,0.46,2022-08-20,4,17
Enzo Nascimento,Casa,3526.18,2898.1,0.29,0.31,2022-08-20,45,168
Guilherme Santos,Casa,3613.44,2730.29,0.13,0.31,2022-08-20,84,743
Vitória Ribeiro,Brinquedo,1224.58,1170.22,0.17,0.22,2022-08-20,17,62
Julia Araújo,Esportes,808.13,3307.75,0.48,0.35,2022-08-20,12,51
Lucas Rodrigues,Esportes,3560.28,2386.64,0.43,0.39,2022-08-20,80,273
Thiago Carvalho,Esportes,2188.59,1895.68,0.16,0.31,2022-08-20,34,286
Mateus Barbosa,Eletrônicos,1461.1,1137.08,0.19,0.18,2022-08-20,19,96
Camila Carvalho,Casa,3469.86,1576.16,0.2,0.31,2022-08-20,49,430
Diego Cardoso,Vestuário,733.67,2163.27,0.1,0.2,2022-08-20,10,42
Jorge Santos,Brinquedo,1293.88,2161.25,0.33,0.24,2022-08-20,19,55
Raphael Silva,Papelaria,735.71,588.58,0.25,0.43,2022-08-20,10,87
Caroline Reis,Papelaria,1006.1,304.29,0.49,0.52,2022-08-20,15,51
Letícia Nascimento,Eletrônicos,2344.51,2360.21,0.21,0.23,2022-08-21,34,326
Ana Sousa,Eletrônicos,236.41,2199.29,0.27,0.19,2022-08-21,4,34
Gustavo Martins,Eletrônicos,3141.69,982.66,0.24,0.22,2022-08-21,43,183
Beatriz Santos,Vestuário,1825.23,1194.22,0.19,0.2,2022-08-21,22,190
Camila Lima,Vestuário,795.44,1233.77,0.18,0.16,2022-08-21,12,60
Thiago Barbosa,Acessórios,1153.01,508.74,0.36,0.54,2022-08-21,17,56
Letícia Ribeiro,Acessórios,552.15,460.74,0.7,0.58,2022-08-21,7,36
Enzo Nascimento,Casa,3980.66,3545.52,0.32,0.31,2022-08-21,54,175
Guilherme Santos,Casa,2368.97,1209.87,0.12,0.29,2022-08-21,34,112
Vitória Ribeiro,Brinquedo,1480.86,2629.13,0.31,0.22,2022-08-21,22,76
Julia Araújo,Esportes,3123.93,3357.46,0.3,0.36,2022-08-21,43,399
Lucas Rodrigues,Esportes,546.81,3046.93,0.33,0.3,2022-08-21,8,63
Thiago Carvalho,Esportes,1821.01,1115.45,0.18,0.38,2022-08-21,26,154
Mateus Barbosa,Eletrônicos,2004.46,1261.96,0.25,0.2,2022-08-21,30,287
Camila Carvalho,Casa,2863.17,3811.95,0.17,0.26,2022-08-21,39,285
Diego Cardoso,Vestuário,1039.38,1308.07,0.24,0.15,2022-08-21,14,123
Jorge Santos,Brinquedo,2317.19,1941.67,0.33,0.24,2022-08-21,31,261
Raphael Silva,Papelaria,690.11,512.15,0.41,0.38,2022-08-21,8,23
Caroline Reis,Papelaria,971.67,717.08,0.63,0.49,2022-08-21,12,92
Letícia Nascimento,Eletrônicos,1860.12,2855.77,0.1,0.18,2022-08-22,21,163
Ana Sousa,Eletrônicos,131.94,2650.43,0.22,0.23,2022-08-22,1,4
Gustavo Martins,Eletrônicos,144.41,2469.89,0.28,0.23,2022-08-22,2,12
Beatriz Santos,Vestuário,236.4,692.9,0.17,0.17,2022-08-22,3,9
Camila Lima,Vestuário,541.19,691.28,0.13,0.15,2022-08-22,7,62
Thiago Barbosa,Acessórios,273.81,709.65,0.74,0.44,2022-08-22,4,17
Letícia Ribeiro,Acessórios,995.69,951.38,0.76,0.54,2022-08-22,14,126
Enzo Nascimento,Casa,3071.71,2329.78,0.42,0.24,2022-08-22,45,277
Guilherme Santos,Casa,4110.84,3675.44,0.15,0.25,2022-08-22,62,335
Vitória Ribeiro,Brinquedo,622.65,2285.65,0.2,0.24,2022-08-22,10,47
Julia Araújo,Esportes,282.67,2131.65,0.4,0.34,2022-08-22,2,5
Lucas Rodrigues,Esportes,1993.99,1510.06,0.14,0.3,2022-08-22,26,100
Thiago Carvalho,Esportes,1289.92,2549.14,0.45,0.33,2022-08-22,17,135
Mateus Barbosa,Eletrônicos,3560.07,911.96,0.29,0.21,2022-08-22,54,281
Camila Carvalho,Casa,539.15,1543.56,0.4,0.25,2022-08-22,7,47
Diego Cardoso,Vestuário,2619.83,677.45,0.2,0.2,2022-08-22,37,209
Jorge Santos,Brinquedo,2749.23,1526.59,0.24,0.27,2022-08-22,40,291
Raphael Silva,Papelaria,682.93,636.72,0.27,0.38,2022-08-22,8,39
Caroline Reis,Papelaria,155.75,840.48,0.63,0.38,2022-08-22,1,4
Letícia Nascimento,Eletrônicos,492.41,1081.31,0.31,0.22,2022-08-23,5,30
Ana Sousa,Eletrônicos,1226.45,991.76,0.21,0.18,2022-08-23,16,59
Gustavo Martins,Eletrônicos,2765.31,1365.21,0.26,0.23,2022-08-23,43,215
Beatriz Santos,Vestuário,1800.66,2202.48,0.14,0.15,2022-08-23,24,210
Camila Lima,Vestuário,1455.57,2193.53,0.27,0.2,2022-08-23,17,159
Thiago Barbosa,Acessórios,871.96,755.1,0.46,0.42,2022-08-23,14,122
Letícia Ribeiro,Acessórios,270.94,825.91,0.4,0.52,2022-08-23,4,33
Enzo Nascimento,Casa,1584.12,2779.81,0.37,0.32,2022-08-23,20,135
Guilherme Santos,Casa,1753.2,3480.83,0.31,0.26,2022-08-23,26,153
Vitória Ribeiro,Brinquedo,2564.33,1548.37,0.16,0.22,2022-08-23,35,209
Julia Araújo,Esportes,257.98,1970.45,0.16,0.3,2022-08-23,2,10
Lucas Rodrigues,Esportes,931.79,2142.82,0.25,0.35,2022-08-23,12,85
Thiago Carvalho,Esportes,836.89,1272.04,0.33,0.38,2022-08-23,9,37
Mateus Barbosa,Eletrônicos,93.92,1326.1,0.26,0.2,2022-08-23,2,13
Camila Carvalho,Casa,2383.4,3360.59,0.25,0.29,2022-08-23,31,106
Diego Cardoso,Vestuário,426.87,980.61,0.1,0.15,2022-08-23,7,42
Jorge Santos,Brinquedo,2107.0,1960.93,0.23,0.25,2022-08-23,28,90
Raphael Silva,Papelaria,1038.4,383.66,0.58,0.47,2022-08-23,14,125
Caroline Reis,Papelaria,616.36,826.9,0.5,0.43,2022-08-23,7,55
Letícia Nascimento,Eletrônicos,1075.36,2145.71,0.28,0.2,2022-08-24,15,75
Ana Sousa,Eletrônicos,1994.13,3095.7,0.14,0.22,2022-08-24,29,102
Gustavo Martins,Eletrônicos,2849.57,2717.95,0.3,0.22,2022-08-24,38,260
Beatriz Santos,Vestuário,2578.59,1190.57,0.15,0.17,2022-08-24,39,327
Camila Lima,Vestuário,569.04,2061.43,0.19,0.21,2022-08-24,7,31
Thiago Barbosa,Acessórios,348.51,762.5,0.66,0.56,2022-08-24,5,26
Letícia Ribeiro,Acessórios,219.26,554.36,0.48,0.44,2022-08-24,3,20
Enzo Nascimento,Casa,2155.17,3409.22,0.15,0.24,2022-08-24,31,87
Guilherme Santos,Casa,392.6,1999.34,0.31,0.26,2022-08-24,4,31
Vitória Ribeiro,Brinquedo,409.66,1217.89,0.16,0.28,2022-08-24,6,46
Julia Araújo,Esportes,3801.47,1007.06,0.3,0.39,2022-08-24,73,475
Lucas Rodrigues,Esportes,889.95,2320.28,0.36,0.38,2022-08-24,12,92
Thiago Carvalho,Esportes,397.82,1721.04,0.17,0.39,2022-08-24,5,23
Mateus Barbosa,Eletrônicos,1808.17,2056.38,0.29,0.18,2022-08-24,26,81
Camila Carvalho,Casa,2971.17,2671.48,0.3,0.32,2022-08-24,38,133
Diego Cardoso,Vestuário,2649.22,1280.7,0.08,0.2,2022-08-24,33,140
Jorge Santos,Brinquedo,1978.37,1457.14,0.27,0.24,2022-08-24,27,185
Raphael Silva,Papelaria,461.07,742.56,0.27,0.47,2022-08-24,6,51
Caroline Reis,Papelaria,294.53,953.02,0.49,0.41,2022-08-24,2,12
Letícia Nascimento,Eletrônicos,3127.68,2276.47,0.29,0.22,2022-08-25,44,197
Ana Sousa,Eletrônicos,3194.14,1127.47,0.26,0.17,2022-08-25,45,345
Gustavo Martins,Eletrônicos,1860.44,2585.5,0.23,0.22,2022-08-25,23,93
Beatriz Santos,Vestuário,2097.42,1311.24,0.2,0.2,2022-08-25,29,88
Camila Lima,Vestuário,783.91,1709.15,0.08,0.21,2022-08-25,12,37
Thiago Barbosa,Acessórios,1215.32,1113.9,0.3,0.54,2022-08-25,17,71
Letícia Ribeiro,Acessórios,607.12,611.83,0.54,0.5,2022-08-25,7,41
Enzo Nascimento,Casa,2004.97,2359.96,0.31,0.26,2022-08-25,26,167
Guilherme Santos,Casa,3114.61,2109.69,0.34,0.29,2022-08-25,42,283
Vitória Ribeiro,Brinquedo,1887.7,1812.06,0.21,0.25,2022-08-25,21,206
Julia Araújo,Esportes,761.8,1812.41,0.48,0.26,2022-08-25,11,64
Lucas Rodrigues,Esportes,3254.37,1784.5,0.35,0.39,2022-08-25,48,198
Thiago Carvalho,Esportes,303.51,2408.09,0.18,0.36,2022-08-25,3,10
Mateus Barbosa,Eletrônicos,2232.14,1406.64,0.22,0.18,2022-08-25,29,103
Camila Carvalho,Casa,3256.84,2687.51,0.24,0.22,2022-08-25,45,370
Diego Cardoso,Vestuário,2018.03,1426.51,0.15,0.18,2022-08-25,26,81
Jorge Santos,Brinquedo,412.65,2530.65,0.38,0.26,2022-08-25,5,33
Raphael Silva,Papelaria,307.49,720.95,0.45,0.49,2022-08-25,5,30
Caroline Reis,Papelaria,357.79,617.59,0.68,0.52,2022-08-25,5,28
Letícia Nascimento,Eletrônicos,2942.27,2382.53,0.08,0.2,2022-08-26,39,315
Ana Sousa,Eletrônicos,993.39,3119.48,0.18,0.22,2022-08-26,14,87
Gustavo Martins,Eletrônicos,1869.93,3061.98,0.11,0.22,2022-08-26,24,224
Beatriz Santos,Vestuário,547.19,1462.89,0.11,0.18,2022-08-26,7,48
Camila Lima,Vestuário,419.62,2333.25,0.18,0.2,2022-08-26,7,46
Thiago Barbosa,Acessórios,786.88,332.69,0.28,0.52,2022-08-26,9,57
Letícia Ribeiro,Acessórios,618.92,425.89,0.28,0.42,2022-08-26,8,32
Enzo Nascimento,Casa,705.16,1751.1,0.39,0.22,2022-08-26,9,47
Guilherme Santos,Casa,2645.41,3348.07,0.17,0.23,2022-08-26,35,168
Vitória Ribeiro,Brinquedo,339.85,2527.7,0.16,0.25,2022-08-26,3,15
Julia Araújo,Esportes,538.82,2372.48,0.35,0.35,2022-08-26,7,55
Lucas Rodrigues,Esportes,3111.58,1916.67,0.14,0.35,2022-08-26,50,194
Thiago Carvalho,Esportes,1463.09,1114.48,0.29,0.39,2022-08-26,19,103
Mateus Barbosa,Eletrônicos,3588.11,1895.89,0.3,0.22,2022-08-26,74,544
Camila Carvalho,Casa,2690.72,3326.02,0.24,0.29,2022-08-26,35,105
Diego Cardoso,Vestuário,1821.01,2220.88,0.2,0.19,2022-08-26,24,82
Jorge Santos,Brinquedo,2801.22,2147.25,0.13,0.21,2022-08-26,40,335
Raphael Silva,Papelaria,743.62,495.2,0.25,0.45,2022-08-26,9,40
Caroline Reis,Papelaria,323.95,942.58,0.56,0.47,2022-08-26,4,18
Letícia Nascimento,Eletrônicos,821.96,3118.22,0.12,0.21,2022-08-27,10,80
Ana Sousa,Eletrônicos,1782.74,1307.62,0.22,0.22,2022-08-27,23,213
Gustavo Martins,Eletrônicos,3455.5,2407.97,0.31,0.2,2022-08-27,48,337
Beatriz Santos,Vestuário,419.01,2322.31,0.09,0.19,2022-08-27,5,18
Camila Lima,Vestuário,1848.58,1954.41,0.22,0.16,2022-08-27,26,153
Thiago Barbosa,Acessórios,694.99,1081.55,0.54,0.6,2022-08-27,8,44
Letícia Ribeiro,Acessórios,1209.79,438.36,0.56,0.46,2022-08-27,16,141
Enzo Nascimento,Casa,824.3,2957.89,0.18,0.29,2022-08-27,10,84
Guilherme Santos,Casa,889.55,2983.27,0.13,0.23,2022-08-27,14,115
Vitória Ribeiro,Brinquedo,590.24,2548.63,0.22,0.29,2022-08-27,7,43
Julia Araújo,Esportes,971.79,1898.72,0.47,0.35,2022-08-27,12,43
Lucas Rodrigues,Esportes,2658.5,1267.51,0.18,0.33,2022-08-27,35,102
Thiago Carvalho,Esportes,3869.11,2986.51,0.17,0.35,2022-08-27,78,553
Mateus Barbosa,Eletrônicos,3269.94,2381.94,0.11,0.18,2022-08-27,49,270
Camila Carvalho,Casa,4185.39,3001.05,0.19,0.26,2022-08-27,66,420
Diego Cardoso,Vestuário,957.29,1547.75,0.25,0.17,2022-08-27,14,43
Jorge Santos,Brinquedo,1926.57,699.91,0.18,0.26,2022-08-27,28,173
Raphael Silva,Papelaria,681.27,311.38,0.41,0.4,2022-08-27,8,36
Caroline Reis,Papelaria,86.34,745.63,0.27,0.49,2022-08-27,2,9
Letícia Nascimento,Eletrônicos,435.7,3264.02,0.26,0.21,2022-08-28,5,40
Ana Sousa,Eletrônicos,2204.74,2674.81,0.15,0.23,2022-08-28,31,217
Gustavo Martins,Eletrônicos,2426.87,2897.56,0.26,0.17,2022-08-28,38,258
Beatriz Santos,Vestuário,2376.92,674.52,0.27,0.19,2022-08-28,30,239
Camila Lima,Vestuário,2153.14,2040.29,0.13,0.2,2022-08-28,29,170
Thiago Barbosa,Acessórios,404.87,1160.57,0.22,0.52,2022-08-28,6,38
Letícia Ribeiro,Acessórios,931.52,826.23,0.64,0.42,2022-08-28,12,69
Enzo Nascimento,Casa,3664.94,3637.79,0.34,0.31,2022-08-28,84,243
Guilherme Santos,Casa,3831.39,3775.62,0.32,0.26,2022-08-28,73,721
Vitória Ribeiro,Brinquedo,1898.07,1796.82,0.14,0.26,2022-08-28,23,138
Julia Araújo,Esportes,3793.64,2481.02,0.31,0.38,2022-08-28,73,632
Lucas Rodrigues,Esportes,1831.9,3123.0,0.48,0.33,2022-08-28,24,203
Thiago Carvalho,Esportes,1562.39,3367.69,0.3,0.27,2022-08-28,23,107
Mateus Barbosa,Eletrônicos,2285.64,1002.33,0.28,0.18,2022-08-28,31,107
Camila Carvalho,Casa,3508.21,1757.11,0.32,0.23,2022-08-28,48,412
Diego Cardoso,Vestuário,312.34,962.96,0.18,0.17,2022-08-28,5,47
Jorge Santos,Brinquedo,1040.97,2344.89,0.14,0.23,2022-08-28,14,54
Raphael Silva,Papelaria,850.81,937.6,0.25,0.49,2022-08-28,9,77
Caroline Reis,Papelaria,583.93,611.49,0.5,0.49,2022-08-28,7,29
Letícia Nascimento,Eletrônicos,2659.72,1046.53,0.1,0.2,2022-08-29,35,228
Ana Sousa,Eletrônicos,2182.19,3107.89,0.22,0.2,2022-08-29,33,317
Gustavo Martins,Eletrônicos,958.15,2714.06,0.23,0.23,2022-08-29,12,93
Beatriz Santos,Vestuário,2568.89,677.35,0.26,0.2,2022-08-29,38,336
Camila Lima,Vestuário,2609.75,1271.39,0.08,0.15,2022-08-29,33,106
Thiago Barbosa,Acessórios,979.58,712.46,0.66,0.42,2022-08-29,14,74
Letícia Ribeiro,Acessórios,1208.63,389.98,0.66,0.48,2022-08-29,16,69
Enzo Nascimento,Casa,3178.07,2945.94,0.42,0.25,2022-08-29,45,432
Guilherme Santos,Casa,1487.07,2393.44,0.26,0.24,2022-08-29,23,90
Vitória Ribeiro,Brinquedo,2866.88,1999.13,0.4,0.2,2022-08-29,44,144
Julia Araújo,Esportes,3442.32,3483.59,0.36,0.35,2022-08-29,50,286
Lucas Rodrigues,Esportes,2784.31,2951.04,0.2,0.29,2022-08-29,39,191
Thiago Carvalho,Esportes,2168.37,3186.58,0.14,0.35,2022-08-29,31,157
Mateus Barbosa,Eletrônicos,115.62,1397.49,0.23,0.2,2022-08-29,1,4
Camila Carvalho,Casa,1271.45,2352.42,0.12,0.28,2022-08-29,17,150
Diego Cardoso,Vestuário,302.93,832.08,0.22,0.17,2022-08-29,5,27
Jorge Santos,Brinquedo,772.12,999.11,0.31,0.21,2022-08-29,10,75
Raphael Silva,Papelaria,383.86,660.4,0.27,0.49,2022-08-29,3,21
Caroline Reis,Papelaria,161.56,761.75,0.47,0.52,2022-08-29,1,6
Letícia Nascimento,Eletrônicos,919.26,2296.17,0.14,0.22,2022-08-30,14,97
Ana Sousa,Eletrônicos,2806.9,825.81,0.23,0.19,2022-08-30,42,151
Gustavo Martins,Eletrônicos,798.43,2636.87,0.1,0.21,2022-08-30,12,42
Beatriz Santos,Vestuário,66.39,2083.99,0.15,0.17,2022-08-30,2,12
Camila Lima,Vestuário,2495.7,1013.86,0.21,0.19,2022-08-30,36,331
Thiago Barbosa,Acessórios,1129.67,640.97,0.68,0.48,2022-08-30,15,50
Letícia Ribeiro,Acessórios,472.27,791.44,0.46,0.56,2022-08-30,5,37
Enzo Nascimento,Casa,3981.97,1783.69,0.21,0.23,2022-08-30,52,155
Guilherme Santos,Casa,2215.91,1009.56,0.37,0.29,2022-08-30,33,227
Vitória Ribeiro,Brinquedo,2549.91,2368.87,0.21,0.24,2022-08-30,37,127
Julia Araújo,Esportes,1028.0,3153.72,0.17,0.27,2022-08-30,14,44
Lucas Rodrigues,Esportes,1972.25,1246.42,0.18,0.35,2022-08-30,26,230
Thiago Carvalho,Esportes,841.22,1581.98,0.31,0.36,2022-08-30,12,56
Mateus Barbosa,Eletrônicos,1663.11,3215.48,0.12,0.18,2022-08-30,22,114
Camila Carvalho,Casa,3754.52,3640.25,0.3,0.3,2022-08-30,81,496
Diego Cardoso,Vestuário,1278.08,1016.76,0.09,0.17,2022-08-30,17,91
Jorge Santos,Brinquedo,2732.86,716.1,0.29,0.25,2022-08-30,40,353
Raphael Silva,Papelaria,889.88,311.66,0.43,0.41,2022-08-30,14,99
Caroline Reis,Papelaria,370.55,353.12,0.56,0.36,2022-08-30,4,32
Letícia Nascimento,Eletrônicos,1721.83,2387.06,0.2,0.22,2022-08-31,26,237
Ana Sousa,Eletrônicos,2113.1,2843.49,0.11,0.2,2022-08-31,26,86
Gustavo Martins,Eletrônicos,1847.45,1077.9,0.09,0.18,2022-08-31,25,230
Beatriz Santos,Vestuário,106.97,2311.71,0.23,0.21,2022-08-31,2,14
Camila Lima,Vestuário,1455.02,2082.41,0.13,0.17,2022-08-31,21,202
Thiago Barbosa,Acessórios,1192.34,1207.68,0.4,0.4,2022-08-31,16,51
Letícia Ribeiro,Acessórios,356.14,906.97,0.78,0.46,2022-08-31,5,25
Enzo Nascimento,Casa,3407.33,3412.19,0.41,0.33,2022-08-31,49,443
Guilherme Santos,Casa,4131.41,2606.98,0.29,0.29,2022-08-31,80,601
Vitória Ribeiro,Brinquedo,1079.34,1782.59,0.27,0.21,2022-08-31,14,92
Julia Araújo,Esportes,485.03,2982.98,0.3,0.29,2022-08-31,5,49
Lucas Rodrigues,Esportes,3525.45,2641.88,0.48,0.34,2022-08-31,46,402
Thiago Carvalho,Esportes,3524.83,1210.52,0.38,0.36,2022-08-31,48,370
Mateus Barbosa,Eletrônicos,344.24,2774.89,0.18,0.19,2022-08-31,5,17
Camila Carvalho,Casa,1016.9,1244.97,0.23,0.29,2022-08-31,14,66
Diego Cardoso,Vestuário,540.0,1987.45,0.23,0.2,2022-08-31,7,51
Jorge Santos,Brinquedo,1416.11,1695.95,0.2,0.25,2022-08-31,18,166
Raphael Silva,Papelaria,327.35,781.29,0.32,0.41,2022-08-31,4,26
Caroline Reis,Papelaria,988.16,860.63,0.54,0.5,2022-08-31,14,68
Letícia Nascimento,Eletrônicos,2542.19,960.71,0.2,0.24,2022-09-01,38,343
Ana Sousa,Eletrônicos,108.1,3030.78,0.15,0.19,2022-09-01,1,3
Gustavo Martins,Eletrônicos,2476.31,2823.15,0.21,0.21,2022-09-01,39,155
Beatriz Santos,Vestuário,1955.54,997.58,0.1,0.14,2022-09-01,26,100
Camila Lima,Vestuário,1931.68,2040.86,0.07,0.17,2022-09-01,26,104
Thiago Barbosa,Acessórios,977.73,399.66,0.66,0.52,2022-09-01,13,112
Letícia Ribeiro,Acessórios,1043.38,725.69,0.7,0.52,2022-09-01,15,80
Enzo Nascimento,Casa,3389.69,2733.23,0.29,0.33,2022-09-01,49,411
Guilherme Santos,Casa,1298.63,1776.53,0.17,0.32,2022-09-01,18,138
Vitória Ribeiro,Brinquedo,296.01,2234.95,0.29,0.22,2022-09-01,4,34
Julia Araújo,Esportes,3513.11,3168.42,0.25,0.36,2022-09-01,49,154
Lucas Rodrigues,Esportes,3134.29,3436.17,0.4,0.36,2022-09-01,45,283
Thiago Carvalho,Esportes,531.73,2741.06,0.23,0.26,2022-09-01,7,25
Mateus Barbosa,Eletrônicos,2712.29,1113.91,0.26,0.21,2022-09-01,41,343
Camila Carvalho,Casa,2456.89,2530.68,0.33,0.33,2022-09-01,37,302
Diego Cardoso,Vestuário,2282.5,2007.38,0.14,0.19,2022-09-01,35,294
Jorge Santos,Brinquedo,2528.16,1610.74,0.34,0.28,2022-09-01,38,281
Raphael Silva,Papelaria,18.05,481.95,0.22,0.4,2022-09-01,2,6
Caroline Reis,Papelaria,418.95,739.7,0.49,0.38,2022-09-01,5,21
Letícia Nascimento,Eletrônicos,767.04,2786.89,0.24,0.2,2022-09-02,12,38
Ana Sousa,Eletrônicos,815.58,1610.28,0.3,0.2,2022-09-02,10,80
Gustavo Martins,Eletrônicos,89.44,998.48,0.22,0.18,2022-09-02,2,12
Beatriz Santos,Vestuário,594.26,894.81,0.09,0.17,2022-09-02,8,35
Camila Lima,Vestuário,1790.71,1690.51,0.13,0.17,2022-09-02,26,80
Thiago Barbosa,Acessórios,583.84,909.17,0.5,0.44,2022-09-02,7,39
Letícia Ribeiro,Acessórios,463.35,542.63,0.2,0.44,2022-09-02,5,34
Enzo Nascimento,Casa,1911.13,3085.12,0.14,0.29,2022-09-02,25,72
Guilherme Santos,Casa,1769.67,3510.6,0.26,0.22,2022-09-02,25,100
Vitória Ribeiro,Brinquedo,932.08,1418.01,0.29,0.23,2022-09-02,13,106
Julia Araújo,Esportes,1594.16,1385.22,0.33,0.3,2022-09-02,22,72
Lucas Rodrigues,Esportes,462.53,3101.7,0.16,0.27,2022-09-02,6,41
Thiago Carvalho,Esportes,2473.19,1921.04,0.45,0.31,2022-09-02,39,279
Mateus Barbosa,Eletrônicos,858.02,3033.34,0.12,0.18,2022-09-02,10,53
Camila Carvalho,Casa,462.73,2852.5,0.19,0.3,2022-09-02,6,24
Diego Cardoso,Vestuário,1735.41,1270.51,0.1,0.17,2022-09-02,22,143
Jorge Santos,Brinquedo,2671.21,1164.64,0.2,0.26,2022-09-02,37,182
Raphael Silva,Papelaria,804.54,576.81,0.7,0.5,2022-09-02,10,37
Caroline Reis,Papelaria,603.77,401.65,0.41,0.41,2022-09-02,7,57
Letícia Nascimento,Eletrônicos,831.15,3017.58,0.21,0.24,2022-09-03,10,44
Ana Sousa,Eletrônicos,1345.28,2066.34,0.28,0.23,2022-09-03,19,99
Gustavo Martins,Eletrônicos,292.85,2260.8,0.09,0.21,2022-09-03,3,21
Beatriz Santos,Vestuário,734.19,1106.55,0.24,0.2,2022-09-03,8,61
Camila Lima,Vestuário,452.83,1529.59,0.27,0.15,2022-09-03,7,52
Thiago Barbosa,Acessórios,1006.79,852.87,0.32,0.46,2022-09-03,15,66
Letícia Ribeiro,Acessórios,772.92,858.37,0.26,0.4,2022-09-03,10,37
Enzo Nascimento,Casa,3144.68,2989.64,0.15,0.32,2022-09-03,50,369
Guilherme Santos,Casa,2028.26,3196.57,0.39,0.26,2022-09-03,31,125
Vitória Ribeiro,Brinquedo,1084.13,2595.36,0.14,0.28,2022-09-03,14,133
Julia Araújo,Esportes,2301.98,2942.34,0.27,0.26,2022-09-03,35,261
Lucas Rodrigues,Esportes,1238.39,2683.89,0.31,0.27,2022-09-03,17,55
Thiago Carvalho,Esportes,2576.65,1961.69,0.29,0.39,2022-09-03,39,332
Mateus Barbosa,Eletrônicos,1727.77,1012.68,0.22,0.18,2022-09-03,24,113
Camila Carvalho,Casa,3236.51,1063.17,0.37,0.25,2022-09-03,47,231
Diego Cardoso,Vestuário,2223.91,2051.98,0.24,0.2,2022-09-03,34,257
Jorge Santos,Brinquedo,134.21,2520.59,0.19,0.28,2022-09-03,1,3
Raphael Silva,Papelaria,859.31,474.72,0.25,0.52,2022-09-03,12,58
Caroline Reis,Papelaria,370.89,549.0,0.65,0.49,2022-09-03,3,25
Letícia Nascimento,Eletrônicos,3086.28,2021.8,0.12,0.19,2022-09-04,51,193
Ana Sousa,Eletrônicos,2146.18,2465.0,0.26,0.19,2022-09-04,25,242
Gustavo Martins,Eletrônicos,2302.53,3277.27,0.2,0.19,2022-09-04,35,180
Beatriz Santos,Vestuário,771.73,2008.35,0.18,0.2,2022-09-04,12,58
Camila Lima,Vestuário,1971.14,728.77,0.1,0.15,2022-09-04,26,76
Thiago Barbosa,Acessórios,1045.18,1193.54,0.62,0.5,2022-09-04,14,109
Letícia Ribeiro,Acessórios,511.84,704.88,0.38,0.52,2022-09-04,8,56
Enzo Nascimento,Casa,310.67,2698.11,0.23,0.32,2022-09-04,5,40
Guilherme Santos,Casa,1558.81,1829.44,0.33,0.32,2022-09-04,22,139
